wallet,risk_propagated,risk_anomaly,risk_peeling,final_risk,involved_in_illicit_pattern,pattern_types_involved,is_seed,explanation,tie_break_score,anomaly_shap_reason,peeling_shap_reason,final_explanation
bc1q45pu2pitt8bo7jfm03tdv0iqf1g5fu3hxk13c3,5.178727827681968e-06,0.3533812161316397,0.9833333333333334,0.9892230760799056,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.98).,1.3367197281928007,Driven by: an atypical number of transactions (contributed +0.206); an unusually high number of incoming payments (contributed +0.204); an unusually high number of outgoing payments (contributed +0.162).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.132); how tightly-timed the slowest hop was (contributed +0.085).,"[Peeling-chain, P=0.98] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.132); how tightly-timed the slowest hop was (contributed +0.085)."
bc1q4ve41w4s6fuyc5atdzyumnqizkqoelu8a3pwjt,3.0611993434871446e-06,0.6133850692157101,0.97,0.9884015875816324,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.61); participation in a high-confidence peeling chain (probability 0.97).,1.5833881304150537,Driven by: an atypical number of transactions (contributed +0.150); an unusually high number of incoming payments (contributed +0.140); an unusually high number of outgoing payments (contributed +0.109).,Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049).,"[Anomaly] Driven by: an atypical number of transactions (contributed +0.150); an unusually high number of incoming payments (contributed +0.140); an unusually high number of outgoing payments (contributed +0.109). [Peeling-chain, P=0.97] Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049)."
bc1qbjjuidce74ahjoysj8oyrhkknnaeo0142jfutg,0.0005097553102375,0.5803905921651961,0.97,0.987418134708672,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.58); participation in a high-confidence peeling chain (probability 0.97).,1.5509003474754337,Driven by: an unusually high number of incoming payments (contributed +0.153); an atypical number of transactions (contributed +0.150); an unusually high number of outgoing payments (contributed +0.121).,Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049).,"[Anomaly] Driven by: an unusually high number of incoming payments (contributed +0.153); an atypical number of transactions (contributed +0.150); an unusually high number of outgoing payments (contributed +0.121). [Peeling-chain, P=0.97] Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049)."
bc1qvj0va0stka0914abazd84vf16185ibjubi6mgh,4.9131820719191245e-06,0.2394925441676428,0.9833333333333334,0.9873249380113208,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.98).,1.222830790683048,Driven by: an unusually high transaction frequency (contributed +0.195); physically implausible peer geo-velocity (contributed +0.153); consistently high peer geo-velocity (contributed +0.135).,Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.132); how tightly-timed the slowest hop was (contributed +0.085).,"[Peeling-chain, P=0.98] Driven by: how tightly-timed the fastest hop was (contributed +0.169); the average time between hops (contributed +0.132); how tightly-timed the slowest hop was (contributed +0.085)."
bc1qppyr6epm47whkumcisyoxomtf075g514a9969t,6.500104315194597e-06,0.5145166413186459,0.97,0.9854355939103336,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.51); participation in a high-confidence peeling chain (probability 0.97).,1.4845231414229612,Driven by: an unusually high number of incoming payments (contributed +0.197); an unusually high transaction frequency (contributed +0.093); physically implausible peer geo-velocity (contributed +0.027).,Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049).,"[Anomaly] Driven by: an unusually high number of incoming payments (contributed +0.197); an unusually high transaction frequency (contributed +0.093); physically implausible peer geo-velocity (contributed +0.027). [Peeling-chain, P=0.97] Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049)."
bc1qlu1eao1l9nypu87h0posqf4tiinjv5s1hhw9in,4.6923267608267846e-05,0.4817109800969948,0.97,0.9844520589973412,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.97).,1.451757903364603,Driven by: an unusually high number of incoming payments (contributed +0.191); an atypical number of transactions (contributed +0.165); an unusually high number of outgoing payments (contributed +0.149).,Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049).,"[Peeling-chain, P=0.97] Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049)."
bc1qmyofqewaouaxeqbnhl1n13jcat9mx2x18hafey,0.0005459083983348,0.8263232208107227,0.906,0.9836832950477692,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.83); participation in a high-confidence peeling chain (probability 0.91).,1.7328691292090574,Driven by: an unusually high transaction frequency (contributed +0.123).,Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056).,"[Anomaly] Driven by: an unusually high transaction frequency (contributed +0.123). [Peeling-chain, P=0.91] Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056)."
bc1q7s44z78iy664l90fxv2yrelzawr7zj8fn2be6o,2.7108239354620222e-06,0.4050782875349819,0.97,0.98215239700789,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.97).,1.3750809983589174,Driven by: an unusually high number of outgoing payments (contributed +0.221); an unusually high number of incoming payments (contributed +0.210); an atypical number of transactions (contributed +0.205).,Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049).,"[Peeling-chain, P=0.97] Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049)."
bc1q4u7s0kdy8lwkhrzfdyxsx2yp7vnsgolcbtl97p,9.036676359613391e-06,0.4042410306594635,0.97,0.9821273924302136,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.97).,1.3742500673358231,Driven by: an unusually high number of incoming payments (contributed +0.204); an atypical number of transactions (contributed +0.200); an unusually high number of outgoing payments (contributed +0.164).,Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049).,"[Peeling-chain, P=0.97] Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049)."
bc1qzklookep7y6wktakpuxqphr62gdswm31yihair,6.723550245918761e-06,0.6946019779018694,0.9233333333333336,0.9765863090633292,True,"fanout,peeling",False,Flagged for: statistically anomalous behavior (anomaly score 0.69); participation in a high-confidence peeling chain (probability 0.92).,1.6179420347854487,Driven by: an unusually high transaction frequency (contributed +0.110); consistently high peer geo-velocity (contributed +0.062); physically implausible peer geo-velocity (contributed +0.051).,Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066).,"[Anomaly] Driven by: an unusually high transaction frequency (contributed +0.110); consistently high peer geo-velocity (contributed +0.062); physically implausible peer geo-velocity (contributed +0.051). [Peeling-chain, P=0.92] Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066)."
bc1qzmpjrht7zewviytwbozd1at7o75rh8lx6dut07,0.0004234998819313,0.8451719219955222,0.826,0.97307132355028,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.85); participation in a high-confidence peeling chain (probability 0.83).,1.6715954218774534,Driven by: an unusually high transaction frequency (contributed +0.106).,Driven by: how tightly-timed the fastest hop was (contributed +0.216); variability in time between hops (contributed +0.079); chain length (contributed +0.041).,"[Anomaly] Driven by: an unusually high transaction frequency (contributed +0.106). [Peeling-chain, P=0.83] Driven by: how tightly-timed the fastest hop was (contributed +0.216); variability in time between hops (contributed +0.079); chain length (contributed +0.041)."
bc1qpki7p5tb94874frhocn9j2qp89uzfk8ut0cvs4,4.660348170565777e-06,0.4581893432553988,0.95,0.972909593414085,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.95).,1.4081940036035694,Driven by: an unusually high transaction frequency (contributed +0.189); consistently high peer geo-velocity (contributed +0.128); physically implausible peer geo-velocity (contributed +0.084).,Driven by: how tightly-timed the fastest hop was (contributed +0.175); the average time between hops (contributed +0.138); how tightly-timed the slowest hop was (contributed +0.085).,"[Peeling-chain, P=0.95] Driven by: how tightly-timed the fastest hop was (contributed +0.175); the average time between hops (contributed +0.138); how tightly-timed the slowest hop was (contributed +0.085)."
bc1qlc254zh0qa1lszkzn0lyimoes1ai9a44yzlxoe,5.476647346884238e-05,0.0806849546121166,0.97,0.9724220590676548,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.97).,1.0507397210855856,Driven by: an unusually extreme single transaction amount (contributed +0.259); consistently high peer geo-velocity (contributed +0.250); unusually large average transaction amount (contributed +0.223).,Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049).,"[Peeling-chain, P=0.97] Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049)."
bc1qnbi5e0l1q9rvsf0s60kqhj9zu0f5e47rhow59q,3.816887082698785e-07,0.0750758499932919,0.97,0.9722522860907918,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.97).,1.045076231682,Driven by: an atypical time-of-day transaction pattern (contributed +0.300); an unusually high number of outgoing payments (contributed +0.234); unusually large average transaction amount (contributed +0.217).,Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049).,"[Peeling-chain, P=0.97] Driven by: how tightly-timed the fastest hop was (contributed +0.179); the average time between hops (contributed +0.115); chain length (contributed +0.049)."
bc1q095tkiziwwl0a9gq2ycqhcfb4mfpvk4wyziqou,3.036343785639893e-06,0.4080731160515468,0.95,0.9704037456672532,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.95).,1.3580761523953324,Driven by: an unusually high number of outgoing payments (contributed +0.209); an unusually high number of incoming payments (contributed +0.203); an atypical number of transactions (contributed +0.194).,Driven by: how tightly-timed the fastest hop was (contributed +0.175); the average time between hops (contributed +0.138); how tightly-timed the slowest hop was (contributed +0.085).,"[Peeling-chain, P=0.95] Driven by: how tightly-timed the fastest hop was (contributed +0.175); the average time between hops (contributed +0.138); how tightly-timed the slowest hop was (contributed +0.085)."
bc1q9gntdwhmbun6xbelko48dhcbzcxqud8m829a7z,2.7195411347606545e-06,0.3772757286256422,0.95,0.9688638711074956,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.95).,1.327278448166777,Driven by: an atypical number of transactions (contributed +0.214); an unusually high number of incoming payments (contributed +0.206); an unusually high number of outgoing payments (contributed +0.168).,Driven by: how tightly-timed the fastest hop was (contributed +0.175); the average time between hops (contributed +0.138); how tightly-timed the slowest hop was (contributed +0.085).,"[Peeling-chain, P=0.95] Driven by: how tightly-timed the fastest hop was (contributed +0.175); the average time between hops (contributed +0.138); how tightly-timed the slowest hop was (contributed +0.085)."
bc1qd5kgf39wf58yj9ohnjypogx49jmz43d3zb28mc,7.293905852092102e-06,0.3608563976984424,0.95,0.9680430529775852,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.95).,1.3108636916042946,Driven by: an atypical number of transactions (contributed +0.204); an unusually high number of incoming payments (contributed +0.186); an unusually high number of outgoing payments (contributed +0.165).,Driven by: how tightly-timed the fastest hop was (contributed +0.175); the average time between hops (contributed +0.138); how tightly-timed the slowest hop was (contributed +0.085).,"[Peeling-chain, P=0.95] Driven by: how tightly-timed the fastest hop was (contributed +0.175); the average time between hops (contributed +0.138); how tightly-timed the slowest hop was (contributed +0.085)."
bc1qkhhuz83yuxyp3hbrbjeqvviaa2uaqe8btsmaq3,0.0001052113792456,0.6322712004290613,0.906,0.9654371296302257,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.63); participation in a high-confidence peeling chain (probability 0.91).,1.538376411808307,Driven by: an unusually high number of outgoing payments (contributed +0.154).,Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056).,"[Anomaly] Driven by: an unusually high number of outgoing payments (contributed +0.154). [Peeling-chain, P=0.91] Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056)."
bc1qhbn5elb45l6d10a1whhkt1yjfe8udttj72ugl6,9.0093583844369e-06,0.7905236192032946,0.826,0.9635514381224884,True,"fanin,fanout",False,Flagged for: statistically anomalous behavior (anomaly score 0.79); participation in a high-confidence peeling chain (probability 0.83).,1.616532628561679,Driven by: an unusually extreme single transaction amount (contributed +0.140); unusually large average transaction amount (contributed +0.112); an unusually high transaction frequency (contributed +0.030).,Driven by: how tightly-timed the fastest hop was (contributed +0.216); variability in time between hops (contributed +0.079); chain length (contributed +0.041).,"[Anomaly] Driven by: an unusually extreme single transaction amount (contributed +0.140); unusually large average transaction amount (contributed +0.112); an unusually high transaction frequency (contributed +0.030). [Peeling-chain, P=0.83] Driven by: how tightly-timed the fastest hop was (contributed +0.216); variability in time between hops (contributed +0.079); chain length (contributed +0.041)."
bc1q0m1shrskr6l5a2lse3v3czbsq5mbl8l24w3zxo,1.1030028883607293e-06,0.4441501824257362,0.9233333333333336,0.957384894323943,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.92).,1.367484618761958,Driven by: an unusually high number of incoming payments (contributed +0.171); an atypical number of transactions (contributed +0.164); an unusually high number of outgoing payments (contributed +0.141).,Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066).,"[Peeling-chain, P=0.92] Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066)."
bc1qweyuk6bcdfqvdpmm9xagi30cn89yxjh8kgyzm5,5.327441997427965e-07,0.1475226267713961,0.95,0.9573761540461886,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.95).,1.097523159515596,Driven by: physically implausible peer geo-velocity (contributed +0.305); an unusually high number of incoming payments (contributed +0.226); an unusually high transaction frequency (contributed +0.200).,Driven by: how tightly-timed the fastest hop was (contributed +0.175); the average time between hops (contributed +0.138); how tightly-timed the slowest hop was (contributed +0.085).,"[Peeling-chain, P=0.95] Driven by: how tightly-timed the fastest hop was (contributed +0.175); the average time between hops (contributed +0.138); how tightly-timed the slowest hop was (contributed +0.085)."
bc1qhokm948iy00g0bf8zq1vkvv411qizrmt0nhb62,9.600329860033347e-07,0.4211959884163902,0.9233333333333336,0.955625068380029,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.92).,1.3445302817827096,Driven by: an unusually high number of incoming payments (contributed +0.152); an atypical number of transactions (contributed +0.135); an unusually high number of outgoing payments (contributed +0.113).,Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066).,"[Peeling-chain, P=0.92] Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066)."
bc1qk0xl26f1poasvba8pl5qyzenpt1h3jwbxzwaiu,1.2747449134346088e-06,0.4076063899388153,0.9233333333333336,0.954583214456866,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.92).,1.3309409980170623,Driven by: an atypical number of transactions (contributed +0.188); an unusually high number of incoming payments (contributed +0.175); an unusually high number of outgoing payments (contributed +0.139).,Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066).,"[Peeling-chain, P=0.92] Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066)."
bc1qf0h74isrcaxhcyep5zplyo0su0r7g0sgq9werx,8.446136886839241e-07,0.4052124459125435,0.9233333333333336,0.9543996593679996,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.92).,1.3285466238595656,Driven by: an unusually high number of incoming payments (contributed +0.184); an atypical number of transactions (contributed +0.161); an unusually high number of outgoing payments (contributed +0.124).,Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066).,"[Peeling-chain, P=0.92] Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066)."
bc1ql0ijkcu5x0hc8cah3gdhvs41lqfs6hn95s2gkf,7.866181134949649e-06,0.5036496194432046,0.906,0.9533434312395692,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.50); participation in a high-confidence peeling chain (probability 0.91).,1.4096574856243396,Driven by: an unusually high number of incoming payments (contributed +0.184); an atypical number of transactions (contributed +0.173); an unusually high number of outgoing payments (contributed +0.157).,Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056).,"[Anomaly] Driven by: an unusually high number of incoming payments (contributed +0.184); an atypical number of transactions (contributed +0.173); an unusually high number of outgoing payments (contributed +0.157). [Peeling-chain, P=0.91] Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056)."
bc1qk9rx647di3e950id033tayb5bbkjy2nz7velfv,1.2939406943089678e-05,0.4950511422977243,0.906,0.952535421547429,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.91).,1.4010640817046671,Driven by: an unusually high transaction frequency (contributed +0.180); physically implausible peer geo-velocity (contributed +0.070); consistently high peer geo-velocity (contributed +0.057).,Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056).,"[Peeling-chain, P=0.91] Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056)."
bc1qh4lv73qi3urnjek91kegj52t2pm318giyrnq1m,2.034737053583523e-06,0.3527811121299591,0.9233333333333336,0.950379986227183,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.92).,1.2761164802003462,Driven by: an unusually extreme single transaction amount (contributed +0.206); an atypical number of transactions (contributed +0.186); an unusually high number of incoming payments (contributed +0.167).,Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066).,"[Peeling-chain, P=0.92] Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066)."
bc1qwlok7gbupl5roszhx14a80q15fqjit6f5q4myi,3.3244299794625125e-06,0.432900227219967,0.9083333333333334,0.9480160269794832,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.91).,1.34123688498328,Driven by: an unusually high number of incoming payments (contributed +0.207); an unusually extreme single transaction amount (contributed +0.163); an atypical number of transactions (contributed +0.032).,Driven by: how tightly-timed the fastest hop was (contributed +0.172); the average time between hops (contributed +0.136); how tightly-timed the slowest hop was (contributed +0.085).,"[Peeling-chain, P=0.91] Driven by: how tightly-timed the fastest hop was (contributed +0.172); the average time between hops (contributed +0.136); how tightly-timed the slowest hop was (contributed +0.085)."
bc1qxmvmtyglfs9awkc1imek33dc5sggceuddva3pq,4.935134997432577e-06,0.4270612865351789,0.9083333333333334,0.947480877122632,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.91).,1.3353995550035098,Driven by: an unusually high number of incoming payments (contributed +0.196); an atypical number of transactions (contributed +0.029).,Driven by: how tightly-timed the fastest hop was (contributed +0.172); the average time between hops (contributed +0.136); how tightly-timed the slowest hop was (contributed +0.085).,"[Peeling-chain, P=0.91] Driven by: how tightly-timed the fastest hop was (contributed +0.172); the average time between hops (contributed +0.136); how tightly-timed the slowest hop was (contributed +0.085)."
bc1qgbxqj7dpfssbjdx0pkovtrpyx8hbbjcdiwzod0,5.558997731982915e-06,0.4138137152508727,0.906,0.9448987955427554,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.91).,1.3198192742486046,Driven by: an unusually high number of incoming payments (contributed +0.232); an unusually high number of outgoing payments (contributed +0.205); an atypical time-of-day transaction pattern (contributed +0.200).,Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056).,"[Peeling-chain, P=0.91] Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056)."
bc1q3i1rd31tb0515f9mz99zjuk9qs57wc8mmferft,3.1727611216250367e-08,0.3377749357747483,0.906,0.9377508459378432,False,,False,Flagged for: participation in a high-confidence peeling chain (probability 0.91).,1.2437749675023595,Driven by: an unusually extreme single transaction amount (contributed +0.227); an unusually high number of incoming payments (contributed +0.168); an unusually high number of outgoing payments (contributed +0.110).,Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056).,"[Peeling-chain, P=0.91] Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056)."
bc1qppp4kyz6sex7geoqgfa32j5ufvfcwgq8x2mpxt,6.420758775769634e-06,0.1574132789684512,0.9233333333333336,0.9354020994911144,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.92).,1.0807530330605604,Driven by: physically implausible peer geo-velocity (contributed +0.300); an unusually high number of incoming payments (contributed +0.228); an unusually high transaction frequency (contributed +0.192).,Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066).,"[Peeling-chain, P=0.92] Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066)."
bc1qygtmov6ki4epxr9ogjegxeyeb900yeh8uxz3ad,9.467708423577252e-07,0.1287359365350625,0.9233333333333336,0.9332031517090564,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.92).,1.0520702166392384,Driven by: unusually large average transaction amount (contributed +0.284); an unusually high transaction frequency (contributed +0.244); an unusually extreme single transaction amount (contributed +0.217).,Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066).,"[Peeling-chain, P=0.92] Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066)."
bc1qhysbz0oc7vuwkxt0azqg91z4pe05sa9c2ltwi0,2.152313688653892e-05,0.0944688387217808,0.9233333333333336,0.9305774385254572,False,,False,Flagged for: participation in a high-confidence peeling chain (probability 0.92).,1.0178236951920008,Driven by: an unusually extreme single transaction amount (contributed +0.247); an unusually high number of outgoing payments (contributed +0.230); unusually large average transaction amount (contributed +0.219).,Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066).,"[Peeling-chain, P=0.92] Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066)."
bc1qsnles1d3q9540h2yiwby2vg6c7nnlknwt9yxy1,1.666515236576344e-06,0.0773647970163371,0.9233333333333336,0.9292647523194838,False,,False,Flagged for: participation in a high-confidence peeling chain (probability 0.92).,1.0006997968649072,Driven by: an atypical time-of-day transaction pattern (contributed +0.342); an unusually extreme single transaction amount (contributed +0.327); an unusually high number of incoming payments (contributed +0.278).,Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066).,"[Peeling-chain, P=0.92] Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066)."
bc1q1n5t844qh2btufdoapmlqs8lxsol15m9gqjanq,8.253739713964529e-06,0.5835873808832951,0.826,0.927544802304972,True,peeling,False,Flagged for: statistically anomalous behavior (anomaly score 0.58); participation in a high-confidence peeling chain (probability 0.83).,1.409595634623009,Driven by: an unusually high number of incoming payments (contributed +0.201); an atypical number of transactions (contributed +0.125); an unusually high number of outgoing payments (contributed +0.093).,Driven by: how tightly-timed the fastest hop was (contributed +0.216); variability in time between hops (contributed +0.079); chain length (contributed +0.041).,"[Anomaly] Driven by: an unusually high number of incoming payments (contributed +0.201); an atypical number of transactions (contributed +0.125); an unusually high number of outgoing payments (contributed +0.093). [Peeling-chain, P=0.83] Driven by: how tightly-timed the fastest hop was (contributed +0.216); variability in time between hops (contributed +0.079); chain length (contributed +0.041)."
bc1quq1ik8238xkexnbtbcgtijst72v3m4lkmswvbc,4.074285534183056e-06,0.2092906282826075,0.9083333333333334,0.9275186029036832,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.91).,1.1176280359014752,Driven by: an atypical time-of-day transaction pattern (contributed +0.293); an unusually high number of incoming payments (contributed +0.249); an atypical number of transactions (contributed +0.246).,Driven by: how tightly-timed the fastest hop was (contributed +0.172); the average time between hops (contributed +0.136); how tightly-timed the slowest hop was (contributed +0.085).,"[Peeling-chain, P=0.91] Driven by: how tightly-timed the fastest hop was (contributed +0.172); the average time between hops (contributed +0.136); how tightly-timed the slowest hop was (contributed +0.085)."
bc1qs9kt9ez29gu65m7aa62dbksrpams126i93cvf9,1.931405581649133e-07,0.0246235636447907,0.9233333333333336,0.9252211543222648,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.92).,0.9479570901186825,Driven by: unusually large average transaction amount (contributed +0.410); physically implausible peer geo-velocity (contributed +0.378); an unusually high number of incoming payments (contributed +0.259).,Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066).,"[Peeling-chain, P=0.92] Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066)."
bc1qilj42cw9j51kpsz6w8wbzo547gfpqeqqr7d6e5,1.065144666155268e-07,0.01515736727244,0.9233333333333336,0.9244954061998862,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.92).,0.93849080712024,Driven by: unusually large average transaction amount (contributed +0.411); physically implausible peer geo-velocity (contributed +0.389); an unusually extreme single transaction amount (contributed +0.300).,Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066).,"[Peeling-chain, P=0.92] Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066)."
bc1q1dpiwpzxs12fzxotcszy0rcnj6brjdna0c0fos,2.1901083364573785e-07,0.0147344490986669,0.9233333333333336,0.9244629909743248,True,peeling,False,Flagged for: participation in a high-confidence peeling chain (probability 0.92).,0.938068001442834,Driven by: physically implausible peer geo-velocity (contributed +0.395); unusually large average transaction amount (contributed +0.388); an unusually extreme single transaction amount (contributed +0.313).,Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066).,"[Peeling-chain, P=0.92] Driven by: how tightly-timed the fastest hop was (contributed +0.181); the average time between hops (contributed +0.089); chain length (contributed +0.066)."
bc1q2sw24wjt8hdpwvbz7cn0eqwmi6kti221xj7wwu,4.278734883420357e-06,0.1905960415813732,0.906,0.9239163534517943,False,,False,Flagged for: participation in a high-confidence peeling chain (probability 0.91).,1.0966003203162566,Driven by: an unusually high transaction frequency (contributed +0.234); unusually large average transaction amount (contributed +0.175); consistently high peer geo-velocity (contributed +0.173).,Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056).,"[Peeling-chain, P=0.91] Driven by: how tightly-timed the fastest hop was (contributed +0.223); variability in time between hops (contributed +0.079); chain length (contributed +0.056)."
