wallet,risk_propagated,risk_anomaly,risk_peeling,final_risk,involved_in_illicit_pattern,pattern_types_involved,is_seed,explanation,tie_break_score
bc1qktsg7fxzv4u3bbxux1oxrwk8r2ykccprhvlz04,1.2508876381519094e-07,0.6762666396689088,0.01,0.6795040133626715,False,,False,Flagged for: statistically anomalous behavior (anomaly score 0.68).,0.6862667647576726
bc1q1arxabofloaz1ro03ciny2et9mkb9xn4m41kht,1.3548922748402612e-05,0.6794922387562539,0.0,0.6794965812911512,True,fanin,False,Flagged for: statistically anomalous behavior (anomaly score 0.68).,0.6795057876790023
bc1q6g5g79or7875aud9k9tr74qgefqjg02u1g463s,7.125899226041168e-05,0.6596719530370017,0.04,0.6733083562918396,False,,False,Flagged for: statistically anomalous behavior (anomaly score 0.66).,0.6997432120292622
bc1qs3kkv9rftmttqlgzui1b0z3nx39rbsv55psq0o,3.6706359197540038e-06,0.6693847115257759,0.0,0.6693859250941294,True,fanout,False,Flagged for: statistically anomalous behavior (anomaly score 0.67).,0.6693883821616957
bc1q1w1ht7pze9vifttd96qe3rzsj49itn7s55j2o7,1.7785169304611553e-05,0.6331310076162474,0.09,0.6661551545234845,False,,False,Flagged for: statistically anomalous behavior (anomaly score 0.63).,0.723148792785552
bc1qxaji0y6dpbhsahxthv3a3zmf8mdd4v30t9nt3w,0.0001151849488986318,0.6067085687347619,0.0,0.6067538699881745,False,,False,Flagged for: statistically anomalous behavior (anomaly score 0.61).,0.6068237536836605
bc1qi2clp81l51flmnavycs44phh62myz9vlu8wpfq,2.640433144055244e-05,0.5443986457644804,0.10933333333333334,0.5942217750798842,False,,False,Flagged for: statistically anomalous behavior (anomaly score 0.54).,0.6537583834292542
bc1q6nix9twu52iybhk3h3ys1duafa0xrjal1tpnsq,2.9834606628105007e-05,0.5763810206994769,0.0,0.5763936592050846,False,,False,Flagged for: statistically anomalous behavior (anomaly score 0.58).,0.576410855306105
bc1q1swjckjlteiyzcotohp6vz41nam148p0tvhhpb,9.979777643706193e-07,0.5685028197575751,0.0,0.5685032503821663,True,"fanin,fanout",False,Flagged for: statistically anomalous behavior (anomaly score 0.57).,0.5685038177353394
bc1qo2rntjlmz04x0qzfhomtzzf8adf7pchcbn9wsz,1.5754882503817675e-05,0.5031111141126045,0.04,0.5229941848370743,False,,False,Flagged for: statistically anomalous behavior (anomaly score 0.50).,0.5431268689951083
bc1q87xw69hzgopjdn8ezp7qyezg52kre4v9kypofk,3.5762402986582107e-06,0.4605820827042497,0.10933333333333334,0.5195601598363806,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.5699189922778818
bc1qy36ddfgs3jonou9iy4x41dntcagrp2u4dtbh55,5.230300811717232e-07,0.5190711998195049,0.0,0.5190714513597343,True,coinjoin,False,Flagged for: statistically anomalous behavior (anomaly score 0.52).,0.519071722849586
bc1q0hpmnz1udbfwyjxrpj1epkyrybovakhejla0gn,1.426764032094872e-07,0.4966747668295008,0.04,0.5168078450964495,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.536674909505904
bc1qvni8e61493685efzvmt4fvmypj2nnoc3arpyyf,0.2916411726452687,0.3102529596002364,0.0,0.511411595291027,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.6018941322455051
bc1qpqo2lngixmc4sx27dcbhhlk3yjz99106ak32oo,2.032069924024028e-06,0.44641104001491405,0.10933333333333334,0.5069377682455846,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.5557464054181714
bc1q2zl15s74nddafs1iym90pkr1ifsi159i3hz3zs,0.0374568242990537,0.4865621927791443,0.0,0.5057939425127074,True,"fanin,fanout",False,No single strong signal; flagged only due to combined weak evidence.,0.524019017078198
bc1q6q3xlrfcd6mzsgippsfnkomv2xcdyk0x65mufm,0.0,0.5044745716395701,0.0,0.5044745716395701,False,,False,Flagged for: statistically anomalous behavior (anomaly score 0.50).,0.5044745716395701
bc1qsqc38seootuia4tndgdbnl7nfpe5hdpvqg527v,4.9632780486381696e-05,0.49948174971655085,0.0,0.4995065918289967,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.4995313824970372
bc1qw3c1qkbhb7s9tj1gm25len606n9rr7s20cv3tl,2.0739324359644865e-05,0.4934087009092361,0.0,0.4934192072705057,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.49342944023359575
bc1qvoi8uyyf1irym81cmftdrluxm60an0jbzutrut,1.6075452327366105e-05,0.49215235872978824,0.0,0.49216052261033505,True,coinjoin,False,No single strong signal; flagged only due to combined weak evidence.,0.4921684341821156
bc1q4ygyflq8xpa95g1amra5rbaykis11d2mrmtxjq,2.5375175330483344e-05,0.292116229099889,0.28,0.4903366180777763,True,"fanin,fanout",False,No single strong signal; flagged only due to combined weak evidence.,0.5721416042752194
bc1qcgmiurpv2wj6o6u9179b9nt5dxi7qodsu9f16x,0.00020835630788403796,0.43956934792735086,0.09,0.49011436664184593,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.5297777042352348
bc1qyil8sa3idy3c7rm6j8y6rh05hhiwfd7yxw1tbr,7.442044353167609e-06,0.4869934054866801,0.0,0.4869972233045099,True,fanin,False,No single strong signal; flagged only due to combined weak evidence.,0.48700084753103323
bc1qnidp9mgyh523ggodlught7ehmgoloqc3xnchkv,2.121852834107361e-05,0.43129205350755534,0.09,0.4824867497944445,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.5213132720358964
bc1qy4vy32i3pj7k99bv2j3t4h8qfdtn0plcfr7cl6,1.818664077008717e-07,0.47955251486646183,0.0,0.4795526095183764,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.47955269673286954
bc1qaj8x2bh2ns8jr1vmymlinov953a5o47aet81iq,2.3317715113427405e-05,0.4774848226940885,0.0,0.4774970065541353,True,"fanin,fanout",False,No single strong signal; flagged only due to combined weak evidence.,0.4775081404092019
bc1qyvy96qzusofvd2ml0lrk4t0rdx0gh9q7i2hkr6,5.583178228894642e-06,0.47353622302176557,0.0,0.4735391623628634,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.4735418061999945
bc1qi15cqzcuctsuflsehuds3qsqcq30o30ubmc97c,9.500429201369075e-05,0.46319997393713325,0.0,0.4632509722435624,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.46329497822914695
bc1q5uqpgb7r3ocwbfuk9e1v2isqp49kwv08hhxfgc,8.845806118178754e-06,0.45370667950421095,0.0,0.4537115119090077,True,coinjoin,False,No single strong signal; flagged only due to combined weak evidence.,0.4537155253103291
bc1qnsvsojrpp7r93fezez5ehr07n8voeubfn9kr2f,1.231650342270325e-05,0.45338671550629117,0.0,0.4533934478706806,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.4533990320097139
bc1qjc2r07lp7dfjcp0tlz1xgpxahkudiz1xevo7q5,2.2878300576529e-05,0.3989824376717801,0.09,0.45308653101832275,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.48900531597235664
bc1qfel6246hid25owf75935a0l7253j2d54i3qk2i,1.4547331234568345e-05,0.38457681950467315,0.10933333333333334,0.45187106116806064,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.49392470016924106
bc1qvy74zq50op7xmr8fhydrgfr27riu9mjyg4s3me,0.0006750187805822948,0.4503578934357088,0.0,0.4507289121802386,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.4510329122162911
bc1qi0ycm90f89vxg7nvkbjn7fdtgskegdez18x4ry,5.835925852885779e-06,0.44859126820085177,0.0,0.44859448618132514,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.44859710412670467
bc1qrmhrcnbh6nqqb9lzs34jtgxnx4sn6sm5rrvsff,2.7553595223501056e-06,0.4250618632868072,0.04,0.4480609095501539,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.46506461864632953
bc1qwyqmlh13c71ud2zdlx1q8f6jng7l4lrcer4kmu,2.927354663080546e-05,0.44691513077104716,0.0,0.4469313215267574,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.44694440431767796
bc1qmd478mfs0iuduahgk6t9dhsznvp8gmnhie9ede,0.02790560923567476,0.42914834335486074,0.0,0.44507830661673753,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.4570539525905355
bc1q9lny2svhotqf74rqvfx2zvl9e9zr3rzn9l3h03,1.7292363607216337e-05,0.4197223538072573,0.04,0.44294309265213616,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.4597396461708645
bc1qvcjxn7prwmoegpcp03yys14imd01n1t7nrqh4s,1.742563524831802e-05,0.3779108435983355,0.09,0.43390873234633087,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.46792826923358377
bc1qf8cgvyie6ivwpvs7hzioykl1cq99chj755nf4z,6.664189113084099e-07,0.4174652687682083,0.0,0.41746565698036975,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.4174659351871196
bc1qjhe9fi3m5rpbla6szo61lqonewrx4me6xkjupq,1.1615221177960476e-05,0.4150947935075335,0.0,0.4151015873108751,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.41510640872871146
bc1q13m9npk2v014jponzv1v8pdewd6l5hrjae8qk4,4.745656831465593e-06,0.41470107245792726,0.0,0.41470385008578114,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.4147058181147587
bc1qfwcs4bju8oxm9f4oheun5a8xaejgnzfzunq2w9,9.366886748684467e-05,0.41068485144711137,0.0,0.4107400519296691,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.4107785203145982
bc1qy4k7bpgyvyv2gqu7dknncptkezjsszwd0w9ry7,1.3123190993662757e-06,0.4107286163588391,0.0,0.41072938967093053,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.4107299286779385
bc1q5uzbikcidkwnnhj7xvg0fn9xuy41ibljh75lxo,3.7525827970401418e-06,0.4079597670103469,0.0,0.4079619886903405,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.407963519593144
bc1qie0rnujjq9k6re4q6qdy4lmct64z7w2sehe2at,1.2587484150751148e-06,0.40786051579118615,0.0,0.40786126114582333,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.4078617745396012
bc1q930i6g61pcwe4c1v47lzn9uhjpkhf33guwyh36,4.4767827345045173e-07,0.17131562068693285,0.28,0.403347514003066,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.4513160683652063
bc1qfwojq44g23tyifjhs1jqedli5vlmq4vbgr3ajn,0.0002897332798533375,0.40159402649007914,0.0,0.401767404615468,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.40188375976993246
bc1qcxlvpymb5m9j98cwn2y8fv2bc2nnuvy8n1utox,8.648185037005008e-06,0.4006542171218216,0.0,0.4006594003750531,True,coinjoin,False,No single strong signal; flagged only due to combined weak evidence.,0.4006628653068586
bc1qxtf52bwhnybjk8jv7ojmp6o6f7n2elmv5e71g4,8.534776960724649e-07,0.4005229455950511,0.0,0.4005234572353463,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.40052379907274716
bc1qurlzh6a50nooo0nl9c59e7f1811mzwncnpir7n,2.0110275293058705e-06,0.3979267157526464,0.0,0.39792792653859566,True,fanin,False,No single strong signal; flagged only due to combined weak evidence.,0.39792872678017566
bc1qi1uz5zcfpvw4nh81tjrt2rmc967fd2ybnmzogq,3.254789122907295e-06,0.375542156752697,0.03,0.3942778635543541,True,"fanin,fanout",False,No single strong signal; flagged only due to combined weak evidence.,0.4055454115418199
bc1qdo7002g3yu6vk0ucc1m3o55ixva1nkbtfshb0o,0.10781601582402205,0.3192412015292068,0.0,0.392637902917476,True,"fanin,fanout",False,No single strong signal; flagged only due to combined weak evidence.,0.4270572173532289
bc1qrgrewds0hprwzbywwimt8545yrwvtkh861pqip,1.3336636056175464e-05,0.39078525718168367,0.0,0.39079338205698866,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.39079859381773985
bc1qagl58kxo9t7e8g8jdp0lvsnujza7tz0yncxll4,1.981689272740844e-05,0.36470766166973034,0.04,0.3901314411422556,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.4047274785624577
bc1qz7ko0ql4tc9yvrzmwpl00acma2h5csrrqsx696,1.2646622214453725e-06,0.3897995543510979,0.0,0.3898003260485491,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.38980081901331937
bc1q0j1mnyw0yfkoe2hk724d6gq2wipp101yqt061a,0.08831389262094888,0.3276470020997933,0.0,0.38702511255972516,True,coinjoin,False,No single strong signal; flagged only due to combined weak evidence.,0.41596089472074216
bc1qr0aymk99jcjn9978imoe0sy5ypuplvqexuyhey,5.6473603025573465e-06,0.3805730394588376,0.01,0.3867707722102042,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.39057868681914015
bc1qmcd6xhmk0ufucguw0v0i1itqpq4bw34s764623,7.49970034409353e-06,0.38655917676613577,0.0,0.3865637773884889,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.38656667646647985
bc1q8zov7ln23y30ysxpnngh8riec4d145bm1enf31,2.490794923399078e-06,0.38300246617868533,0.0,0.3830040029930103,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.38300495697360876
bc1qx15dtoz5sthslmwa6tj3kps04jse17quami0uz,5.820516466909461e-06,0.3828721418015018,0.0,0.3828757338043626,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3828779623179687
bc1ql44y9ik01l0vdp6orsnc2czo2sug5hcbbmhnqo,8.516612567878512e-06,0.3824806775378868,0.0,0.3824859367107094,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3824891941504547
bc1qozrzuwqffp5ny1li8are104rp59q6pu4y6dm5n,2.4627932737110403e-08,0.38115230218264035,0.0,0.3811523174235798,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3811523268105731
bc1qfdzltoczcecert7awrpmehrtvce3skso6dkfla,7.910248463098176e-10,0.37911633213237805,0.0,0.3791163326235124,True,"fanin,fanout",False,No single strong signal; flagged only due to combined weak evidence.,0.3791163329234029
bc1qo893envrjq9he6vb7hfg5lu7pkhel706hoqq0r,5.847979023992297e-06,0.3780722838076757,0.0,0.3780759208279145,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3780781317866997
bc1qrm7pyxdw2zcfzw0ldalmjegqtoamdvlnknd669,0.0,0.3767302596586662,0.0,0.37673025965866613,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3767302596586662
bc1qeg1y9xca6qs0szaa1eipicerhnxi09p5el2b2o,3.6895852441728274e-05,0.3764795190741543,0.0,0.37650252439381293,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.376516414926596
bc1q6t94ow3litnt0mq8abkae6a9hl1737suudqfj6,1.0404276531067228e-06,0.37505247413182513,0.0,0.37505312434451277,True,"fanin,fanout",False,No single strong signal; flagged only due to combined weak evidence.,0.3750535145594782
bc1q0jdcli6978v0bjwkon8uujs75eltfebe5407k5,1.1247063072951981e-07,0.1296653794867789,0.28,0.3733591437091811,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.40966549195740964
bc1q01nouhtcs1k9ye9o2m71hssbelrqvslwf90km3,1.807038507093989e-06,0.37265925736812083,0.0,0.3726603909969999,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.37266106440662794
bc1quhz1gv0e38daly8ozcywd14ve92mpnsm43d8w3,0.0,0.3710162887977394,0.0,0.3710162887977394,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3710162887977394
bc1qxj3y1xc2i92pv07uj4fqksd7gdp9ii37y3d2fn,3.432901166929962e-05,0.3686198588980688,0.0,0.3686415335543005,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3686541879097381
bc1qzrmpgx44qx1clmmvh71hw3gm7q6lfj18lm6s0z,8.78191099336659e-06,0.3675665864093269,0.0,0.36757214038327435,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.36757536832032023
bc1qfbffheyzqqxbv0deoegezq0x717hw0bupmtxq5,7.333281487804064e-07,0.36419346436101874,0.0,0.3641939306158485,True,"fanin,fanout",False,No single strong signal; flagged only due to combined weak evidence.,0.3641941976891675
bc1qzp08j3trp0j43d5iqvnb4gh2m5zja8dzr1yxr2,1.3014857355778502e-05,0.3574326223098401,0.01,0.3638665753802762,True,fanin,False,No single strong signal; flagged only due to combined weak evidence.,0.36744563716719586
bc1q1d1kdk2ywfmax9fke4vzn8z4c0x2hyvezrad8e,7.333281487804064e-07,0.36353713028016277,0.0,0.36353759701630073,True,"fanin,fanout",False,No single strong signal; flagged only due to combined weak evidence.,0.36353786360831153
bc1qna2fqztio4m7pp0pnnlo0hhgh5xw6t1oxhfdxk,1.754508962572083e-06,0.3611348702452265,0.0,0.36113599113982253,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.36113662475418906
bc1q4teq3cyfwp5wlf0llya85bektjepgyap9eib0t,2.790451999118278e-05,0.36107926442751104,0.0,0.36109709320394956,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3611071689475022
bc1qkhw8gakh3ycqe8xavmnkw7wvy9rmjr211pv58y,2.1636362044920384e-05,0.3572730049512822,0.0,0.35728691122524314,True,coinjoin,False,No single strong signal; flagged only due to combined weak evidence.,0.35729464131332717
bc1qdsctxo6we815vn8lt25cdzbgqox54k7ynk76k9,1.4353126074598103e-05,0.3571859816965929,0.0,0.35719520808724003,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3572003348226675
bc1qubatpz00h4fl7q15whqmn7d922wahdo61xn8dk,0.00011140099705408273,0.35595115464067456,0.0,0.3560229023241992,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.35606255563772865
bc1qbobcd11r89d842zsa6ha3vmot4saymwr03v867,1.2218060378439994e-05,0.3531463420872703,0.0,0.3531542453843186,True,coinjoin,False,No single strong signal; flagged only due to combined weak evidence.,0.35315856014764874
bc1qiqknppajiyryyiqezrp1482gqt1kaywq9p94jt,2.2047633916162222e-05,0.35119875295527525,0.0,0.3512130574876544,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3512208005891914
bc1qm4t8bp6nlnqbu4kzrezrdyxyur4sor8wm9lbb4,1.206005301891394e-05,0.34681537614027447,0.0,0.34682325358146937,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.34682743619329337
bc1quyfliuf4pjdf8129tc6cgelvd3dd4sijzv07ey,4.739301503150332e-07,0.34562108771398203,0.0,0.34562139784387835,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3456215616441323
bc1q025ju26sphncasljsi3uduurwudkbu0t369o8w,1.0330076293027759e-05,0.3448091084634421,0.0,0.3448158766353382,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3448194385397351
bc1q7bo119xp9n56nyxtxmgtt0iaakytt3imj70e3p,3.656243525999707e-08,0.3441836985469162,0.0,0.3441837225251573,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.34418373510935146
bc1qstrmzrmt8am1kbw6giokoqs8d6kyb27xjx6yy6,2.9422843658881034e-05,0.3432256116661664,0.0,0.34324493583631355,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.34325503450982525
bc1qkp748ffoywwadsq32ql5g0trhc76wiz6p51pub,7.440628835806198e-07,0.34322481160272234,0.0,0.34322530028476284,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3432255556656059
bc1q7u2mrix5vcmgjvc2smtc0d6qj2onveox3akv62,3.01301668608313e-07,0.3414035537191326,0.0,0.3414037521553409,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.34140385502080123
bc1q7xp2kugeorl0yb9c55c5mwbwacj28msabbkazj,9.141222904529576e-06,0.341114397698159,0.0,0.34112042071831816,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3411235389210635
bc1q1phjhddqef0s9kai1x2iuxorjgru9td57rezw3,6.659879846324365e-07,0.31287150740016245,0.04,0.3403570864187032,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3528721733881471
bc1qj7q4kfmm0qpop1o8m291azhzknl2luhhs4dilr,9.044931962509148e-05,0.34016847992557997,0.0,0.3402281612376379,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.34025892924520507
bc1q115zg80zwvhyjeedp2nafh6q9y4yzkmru4eesz,7.910248463098176e-10,0.33686455497011497,0.0,0.33686455549467165,True,"fanin,fanout",False,No single strong signal; flagged only due to combined weak evidence.,0.33686455576113983
bc1q5d3nmyb4bomzqb09uw8pdwxezihzvzgmffohk9,6.306897456751996e-07,0.3346983181990054,0.0,0.3346987377979539,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.33469894888875107
bc1qimyn4u9bxf445cri8bixoiq2q4qerxdouadvwk,2.25432339211015e-06,0.334671674290134,0.0,0.33467317415534203,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.33467392861352613
bc1q0yc1ne2ooatyyxz90vqszxpgbmczdbraeiu5ax,2.495897571684297e-06,0.2615488207336061,0.09,0.32801110408722123,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3515513166311778
bc1quacotfvan0fvel57obvlxuiiy3xgwk1gpcxway,2.485639971071828e-06,0.3270543706062223,0.0,0.32705604330677707,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.32705685624619335
bc1qrsufv3dzwavmc0kjy4guz9lisybw6mzkntk3ih,3.873449427782637e-06,0.3266530994756918,0.0,0.3266557076508583,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3266569729251196
bc1q2lofn1r4kz36u8ueihx74d0gjyv5g10ur5l8a7,2.052620410133487e-06,0.2408005729596194,0.10933333333333334,0.32380776495153274,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3501359589133629
bc1qfdtzj2l72v08ktrpw3hhigvummwcmzx8j5ms20,2.708211399824719e-09,0.3234389109795597,0.0,0.3234389128118301,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.32343891368777106
bc1qn0ajufqymbnw8bkxcgw1vgll42jzntmfek2o7f,7.688888425994071e-05,0.323030914165956,0.0,0.32308296556364424,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3231078030502159
bc1qxhl5v32bh1a4ogn378vpcayp9ypdax6kdd49ik,1.2298738793726124e-07,0.32158440896932783,0.0,0.32158449240588927,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.32158453195671577
bc1qzvrctlt4q9bc2be3yqy5fu7bfxq7bzegbl2qgv,9.352296075741658e-06,0.32118754969787516,0.0,0.32119389815289023,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3211969019939509
bc1qx5zphw7lhxol0iuod0fuviv6txomi8co2xzdir,2.612371309848374e-05,0.3207179321887726,0.0,0.320735677558625,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.32074405590187105
bc1q0kz4z7whwkmy9x8sylemruyp04k43safyh1fkj,2.827887857060844e-06,0.32041839508459563,0.0,0.32042031686516403,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3204212229724527
bc1qdkmu6u4pllgf309hsuwdkejp5k7917xfh41a68,8.814179749627028e-07,0.31876629098771603,0.0,0.31876689143935233,True,"fanin,fanout",False,No single strong signal; flagged only due to combined weak evidence.,0.31876717240569097
bc1quv1ffofq1rucl37pr5a5hfsh6qrnv3hlw3zfes,3.529993737241007e-05,0.31852738355410143,0.0,0.31855143949478293,True,fanin,False,No single strong signal; flagged only due to combined weak evidence.,0.3185626834914738
bc1qhd2orwhp6wqfk6xw4emm9vasjevts1hn6bedye,1.3806317510197892e-05,0.28953610518047646,0.04,0.31796407750776445,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3295499114979866
bc1qp8hqmabsi9nb74x2ek3zezqacj4t0sekkbp2qd,0.0,0.3169549679452146,0.0,0.3169549679452146,True,coinjoin,False,No single strong signal; flagged only due to combined weak evidence.,0.3169549679452146
bc1qh1joqnuvk6jopzdtjxaf16yfeiq7ka8obm5ry6,1.889405381842525e-06,0.31601501205894283,0.0,0.3160163043838602,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.31601690146432465
bc1q3ifhv1xg1r11q7uww5wfcpkjcslqc3c54wsqt2,1.0232174537956506e-05,0.30767489583163055,0.01,0.31460516002470407,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3176851280061685
bc1qjsfpfmnf7uiwjta882jozibp9of9svca3dc9e6,1.2685822077735475e-05,0.314497846628087,0.0,0.3145065427864385,True,fanin,False,No single strong signal; flagged only due to combined weak evidence.,0.31451053245016475
bc1q22hr5sosc0whs14eci9rtj6u5a2x54u44qunf5,3.6961551024255513e-06,0.3121751312259917,0.0,0.31217767353339,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.31217882738109415
bc1q3b0hxz8y8k25gp0a8d2odkwdgseotp5or4nn9n,4.252944085900606e-06,0.24303494048344584,0.09,0.31116472543030227,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.33303919342753174
bc1qhszdimopw9i93t3m5txcx7ly6yv0916pjpvwp8,9.619085750322006e-06,0.31068493495584715,0.0,0.31069156553656685,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.31069455404159746
bc1qjovhwt3ubjvjkxxkm79pplg1tq1v53hd78rswe,0.05609399576635965,0.2686356972576702,0.0,0.30966084335936506,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3247296930240299
bc1qx7lju6adqc59z6nsm3v3dqju7asxb25t0fw5jd,2.753645816890974e-06,0.30891588597646324,0.0,0.308917788977343,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3089186396222801
bc1q5wi6fqjja26yfpmvxpj4hnriuu9k9xjuy0bvr6,1.3591021333624992e-06,0.3064759020178217,0.0,0.3064768445879028,True,coinjoin,False,No single strong signal; flagged only due to combined weak evidence.,0.30647726111995505
bc1qrln36v1mzb3i4fieecy2c11bd2scejcy127h6g,0.09262663469419874,0.23101276459613815,0.0,0.3022414643343935,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3236393992903369
bc1qgx5y7zjc7r1qoohf59she953a8b5yk7e315h9h,7.910248463098176e-10,0.30200424170322127,0.0,0.3020042422553533,True,"fanin,fanout",False,No single strong signal; flagged only due to combined weak evidence.,0.3020042424942461
bc1qh5hzwr73yao3s0eoarrwws4fzrg4pb7qu3054o,0.0030289538089492917,0.2997176591545958,0.0,0.30183878201823944,True,coinjoin,False,No single strong signal; flagged only due to combined weak evidence.,0.3027466129635451
bc1qd6oi9di53cd0znuajpbpkvcm2cd1w6rud5wc9f,0.003521313681523498,0.2964222542253126,0.0,0.2988997721675244,True,coinjoin,False,No single strong signal; flagged only due to combined weak evidence.,0.2999435679068361
bc1qzzg9bcdc25dmup1yvwqj8vv457gnvba43ijwef,0.003521313681523498,0.2964222542253126,0.0,0.2988997721675244,True,coinjoin,False,No single strong signal; flagged only due to combined weak evidence.,0.2999435679068361
bc1qam0yws4rhbr3i93qf2hp4c3fx6lbqmlfp36jh8,2.915668859938148e-05,0.29796442094620657,0.0,0.29798488997897077,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.29799357763480594
bc1q3vna31xbidfwa88d0mzhrupflfcywe3dks4f6a,1.3120073169107052e-06,0.21095538305424616,0.10933333333333334,0.2972251832205599,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3202900283948964
bc1q7ndcwdhnlbx1z75gbotxxgsh4vwtv7k5uglxkr,8.834811659688783e-08,0.2950486642282704,0.0,0.2950487265093932,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.295048752576387
bc1qv6ckmalq5u6jzv9nou3dyms1mwnpr424tkb9oi,0.0016282491277762197,0.29228846588601093,0.0,0.29344079657414923,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.29391671501378713
bc1qk2vmwwyzx4w6xlpu0dk0get8t63j3r30me8f84,5.730519046485411e-07,0.22348034686249493,0.09,0.2933675205821906,False,,False,No single strong signal; flagged only due to combined weak evidence.,0.3134809199143996
